user_id,subscription_age_days,is_premium,listening_hours,completion_rate,skip_rate,active_days,is_churned
61,33,1,3.036691388888888888888888889,0.5140683198483978,0.0,11,0
18,257,1,2.240381944444444444444444444,0.5907007518357464,0.0,8,0
37,346,1,0.8743575,0.5933440343841262,0.0,3,0
90,254,0,0.6930658333333333333333333333,0.623684898018837,0.0,2,0
62,139,1,0.3278675,0.45041070953011514,0.0,1,0
59,195,1,0.4072766666666666666666666667,0.6147733396954007,0.0,2,0
46,151,0,1.382115833333333333333333333,0.49810516751474804,0.0,5,1
19,185,1,3.076146388888888888888888889,0.5363640752208384,0.0,9,1
79,274,0,2.090415555555555555555555556,0.5631241856349839,0.0,9,0
57,192,0,1.965866388888888888888888889,0.5376292075596604,0.0,7,0
78,306,1,0.6668147222222222222222222222,0.6028329078108072,0.0,2,1
72,287,1,2.157876666666666666666666667,0.5625185702206954,0.0,9,0
35,123,1,2.039330555555555555555555556,0.5600738985320697,0.0,8,0
70,329,1,1.630925833333333333333333333,0.5990137724412812,0.0,8,0
60,252,1,1.218134166666666666666666667,0.6464682651623603,0.0,4,0
94,93,0,2.220711111111111111111111111,0.5557922311127186,0.0,7,0
33,338,0,0.8902136111111111111111111111,0.530099144950509,0.0,3,0
11,30,1,2.348452777777777777777777778,0.5602046122917762,0.0,9,1
63,201,1,0.3471552777777777777777777778,0.6863521060773304,0.0,1,0
53,280,1,2.504435833333333333333333333,0.5225399269932701,0.0,9,0
31,212,1,2.572733055555555555555555556,0.6334817883545074,0.0,10,1
77,336,1,0.7600108333333333333333333333,0.5544128865003586,0.0,3,1
38,308,0,1.489385277777777777777777778,0.5912073249133621,0.0,6,0
14,327,1,1.364650277777777777777777778,0.5905492419705671,0.0,6,0
47,70,1,0.3311758333333333333333333333,0.5932038640603423,0.0,1,0
43,334,0,2.366301111111111111111111111,0.48165520149887653,0.0,8,0
17,144,1,2.890889444444444444444444444,0.532914983899626,0.0,11,0
2,318,1,2.195644444444444444444444444,0.575891949236393,0.0,10,0
81,153,0,1.224657222222222222222222222,0.5805686049163341,0.0,3,1
83,306,1,0.5174075,0.5647447888667767,0.0,2,0
69,80,0,0.3519363888888888888888888889,0.6354138089550866,0.0,1,0
99,340,1,2.356243611111111111111111111,0.5826183625363878,0.0,9,0
32,176,1,1.901618333333333333333333333,0.5781878009438515,0.0,7,1
24,347,1,1.514303888888888888888888889,0.5409873940050602,0.0,7,0
85,209,0,2.842783055555555555555555556,0.5651526458851703,0.0,11,0
26,33,0,0.2473475,0.5335520058870316,0.0,1,0
22,235,1,2.728680833333333333333333333,0.5755329079611201,0.0,11,0
93,255,0,1.295786388888888888888888889,0.6086596530495267,0.0,6,0
45,321,1,1.357713333333333333333333333,0.568896416272666,0.0,5,1
13,177,0,2.747283888888888888888888889,0.5979276045934477,0.0,9,1
52,127,0,2.107110277777777777777777778,0.5506239842284809,0.0,7,0
42,249,0,0.7639088888888888888888888889,0.48826293804143606,0.0,3,0
12,75,1,1.986430833333333333333333333,0.5927034433858067,0.0,6,0
21,196,1,0.6374188888888888888888888889,0.5364867676706875,0.0,2,0
100,100,0,1.097558055555555555555555556,0.5526165905697592,0.0,4,0
87,100,1,1.046876666666666666666666667,0.5684555932879448,0.0,3,0
6,152,0,2.056953055555555555555555556,0.5210803520900232,0.0,9,0
36,101,0,1.851902777777777777777777778,0.635785519468541,0.0,7,0
73,124,0,0.34918,0.6433852485248021,0.0,1,0
88,137,1,1.276871388888888888888888889,0.5765438494582971,0.0,5,0
7,254,0,0.4244861111111111111111111111,0.5019732849164442,0.0,2,0
56,220,1,0.3903219444444444444444444444,0.526779942214489,0.0,1,0
58,14,0,1.669166944444444444444444444,0.5760047793388366,0.0,5,0
98,191,0,1.585765555555555555555555556,0.5231519233257997,0.0,7,0
55,164,1,0.5447561111111111111111111111,0.5697162359952926,0.0,2,0
80,300,0,1.167264444444444444444444444,0.537420320723738,0.0,4,0
84,366,0,1.031166111111111111111111111,0.5964203678347446,0.0,4,1
96,94,0,0.4750438888888888888888888889,0.6085175052285194,0.0,2,0
29,48,0,1.405431944444444444444444444,0.5680816516280174,0.0,6,0
48,206,1,2.415073333333333333333333333,0.5257145296139963,0.0,8,0
9,318,0,0.3937305555555555555555555556,0.45875536070929634,0.0,1,0
23,296,0,2.757719444444444444444444444,0.5312344447160379,0.0,9,1
5,346,1,2.708863333333333333333333333,0.5117074459791183,0.0,8,1
41,149,0,2.284995555555555555555555556,0.5541814647041834,0.0,10,0
67,344,0,2.416265277777777777777777778,0.5843455116114309,0.0,8,0
51,60,1,1.866684722222222222222222222,0.5547124301285847,0.0,10,0
86,192,1,1.632673611111111111111111111,0.5773361293091015,0.0,6,0
16,362,0,0.3736761111111111111111111111,0.5386481672525406,0.0,2,0
8,96,1,1.1849375,0.5307318799729858,0.0,3,0
49,132,0,3.092400833333333333333333333,0.5890001014229798,0.0,10,0
1,160,1,2.527686944444444444444444444,0.5576202793667714,0.0,9,1
64,249,0,0.8253316666666666666666666667,0.5388392436910759,0.0,3,0
44,271,1,1.730598055555555555555555556,0.5082880394025282,0.0,5,0
71,71,0,2.418173055555555555555555556,0.516129620717122,0.0,10,1
40,52,0,1.931004444444444444444444444,0.4885878387619467,0.0,6,1
15,28,0,1.743622222222222222222222222,0.5827429845929146,0.0,7,0
68,130,1,0.4205155555555555555555555556,0.5284011519768022,0.0,2,0
97,33,1,0.1985238888888888888888888889,0.6621211767196655,0.0,1,0
25,269,1,1.256868888888888888888888889,0.45217349521211675,0.0,5,0
10,120,1,1.341048055555555555555555556,0.5159622222185135,0.0,6,0
